20,20
12,8,15,16
1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1
0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1
1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0
1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
