20,20
18,3,9,16
0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0
1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1
0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1
0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
