20,20
6,8,17,16
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1
1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0
0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0
0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1
0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1
0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1
