20,20
9,19,5,9
1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1
0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0
0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1
0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0
0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
