20,20
17,3,15,7
0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0
1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0
0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1
1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1
0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1
0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0
