20,20
6,0,18,13
1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1
0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0
1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0
0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0
0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1
0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0
1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1
0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0
0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0
